Reference_Date,Gold_Ask_995,Gold_Bid_995,Sov_Old_Ask,Sov_Old_Bid,Sov_New_Upto1973_Ask,Sov_New_Upto1973_Bid,Sov_New_Post1974_Ask,Sov_New_Post1974_Bid,Gold_Spread,Sov_Old_Spread,Sov_New_Upto1973_Spread,Sov_New_Post1974_Spread
2012-01-04,37.93,42.87,280.49,337.86,280.49,337.86,280.49,337.86,-4.94,-57.37,-57.37,-57.37
2012-01-05,38.54,43.58,284.87,343.74,284.87,343.74,284.87,343.74,-5.04,-58.87,-58.87,-58.87
2012-01-09,38.98,44.07,287.84,347.53,287.84,347.53,287.84,347.53,-5.09,-59.69,-59.69,-59.69
2012-01-10,39.27,44.4,290.06,349.65,290.06,349.65,290.06,349.65,-5.13,-59.59,-59.59,-59.59
2012-01-11,39.49,44.65,291.75,351.59,291.75,351.59,291.75,351.59,-5.16,-59.84,-59.84,-59.84
2012-01-13,39.38,44.53,291.21,350.72,291.21,350.72,291.21,350.72,-5.15,-59.51,-59.51,-59.51
2012-01-16,39.91,45.14,295.04,355.43,295.04,355.43,295.04,355.43,-5.23,-60.39,-60.39,-60.39
2012-01-20,39.26,44.41,289.84,349.67,289.84,349.67,289.84,349.67,-5.15,-59.83,-59.83,-59.83
2012-01-24,39.58,44.74,292.63,352.49,292.63,352.49,292.63,352.49,-5.16,-59.86,-59.86,-59.86
2012-01-25,39.36,44.49,290.77,350.46,290.77,350.46,290.77,350.46,-5.13,-59.69,-59.69,-59.69
2012-01-26,40.07,45.29,296.13,356.65,296.13,356.65,296.13,356.65,-5.22,-60.52,-60.52,-60.52
2012-02-09,40.15,45.39,296.65,357.44,296.65,357.44,296.65,357.44,-5.24,-60.79,-60.79,-60.79
2012-03-01,39.65,44.81,292.61,353,292.61,353,292.61,353,-5.16,-60.39,-60.39,-60.39
2012-03-05,39.56,44.71,292.14,352.16,292.14,352.16,292.14,352.16,-5.15,-60.02,-60.02,-60.02
2012-03-07,39.2,44.33,289.66,349.71,289.66,349.71,289.66,349.71,-5.13,-60.05,-60.05,-60.05
2012-03-12,40.06,45.27,296.22,356.87,296.22,356.87,296.22,356.87,-5.21,-60.65,-60.65,-60.65
2012-03-14,39.04,44.12,288.63,348.1,288.63,348.1,288.63,348.1,-5.08,-59.47,-59.47,-59.47
2012-03-15,38.78,43.84,286.31,345.74,286.31,345.74,286.31,345.74,-5.06,-59.43,-59.43,-59.43
2012-03-16,39.04,44.13,288.02,348.16,288.02,348.16,288.02,348.16,-5.09,-60.14,-60.14,-60.14
2012-03-19,38.84,43.89,286.9,345.91,286.9,345.91,286.9,345.91,-5.05,-59.01,-59.01,-59.01
2012-03-20,38.47,43.49,284.03,342.67,284.03,342.67,284.03,342.67,-5.02,-58.64,-58.64,-58.64
2012-03-21,38.24,43.23,282.46,340.88,282.46,340.88,282.46,340.88,-4.99,-58.42,-58.42,-58.42
2012-03-26,38.56,43.6,284.98,343.59,284.98,343.59,284.98,343.59,-5.04,-58.61,-58.61,-58.61
2012-03-27,38.9,43.96,287.36,346.62,287.36,346.62,287.36,346.62,-5.06,-59.26,-59.26,-59.26
2012-03-29,38.31,43.31,282.8,341.08,282.8,341.08,282.8,341.08,-5,-58.28,-58.28,-58.28
2012-04-02,38.45,43.47,283.95,343.04,283.95,343.04,283.95,343.04,-5.02,-59.09,-59.09,-59.09
2012-04-03,38.7,43.75,286.18,344.63,286.18,344.63,286.18,344.63,-5.05,-58.45,-58.45,-58.45
2012-04-04,38.31,43.3,283.21,341.09,283.21,341.09,283.21,341.09,-4.99,-57.88,-57.88,-57.88
2012-04-05,37.95,42.89,280.34,338.17,280.34,338.17,280.34,338.17,-4.94,-57.83,-57.83,-57.83
2012-04-06,38.37,43.38,283.03,341.3,283.03,341.3,283.03,341.3,-5.01,-58.27,-58.27,-58.27
2012-04-09,38.65,43.7,285.3,344.52,285.3,344.52,285.3,344.52,-5.05,-59.22,-59.22,-59.22
2012-04-11,38.91,43.98,287.77,347.07,287.77,347.07,287.77,347.07,-5.07,-59.3,-59.3,-59.3
2012-04-17,38.64,43.68,285.85,344.16,285.85,344.16,285.85,344.16,-5.04,-58.31,-58.31,-58.31
2012-04-19,38.4,43.42,283.49,342.45,283.49,342.45,283.49,342.45,-5.02,-58.96,-58.96,-58.96
2012-04-30,38.63,43.67,285.06,344.49,285.06,344.49,285.06,344.49,-5.04,-59.43,-59.43,-59.43
2012-05-04,38.23,43.21,282.03,340.79,282.03,340.79,282.03,340.79,-4.98,-58.76,-58.76,-58.76
2012-05-07,38.73,43.78,286.51,346.09,286.51,346.09,286.51,346.09,-5.05,-59.58,-59.58,-59.58
2012-05-08,38.62,43.66,285.3,343.82,285.3,343.82,285.3,343.82,-5.04,-58.52,-58.52,-58.52
2012-05-09,37.72,42.63,278.31,335.77,278.31,335.77,278.31,335.77,-4.91,-57.46,-57.46,-57.46
2012-05-14,37.36,42.22,275.91,332.73,275.91,332.73,275.91,332.73,-4.86,-56.82,-56.82,-56.82
2012-05-15,37.15,42,274.58,330.96,274.58,330.96,274.58,330.96,-4.85,-56.38,-56.38,-56.38
2012-05-17,37.35,42.23,276.34,332.75,276.34,332.75,276.34,332.75,-4.88,-56.41,-56.41,-56.41
2012-05-18,38.2,43.19,281.96,340.62,281.96,340.62,281.96,340.62,-4.99,-58.66,-58.66,-58.66
2012-05-21,38.43,43.43,283.7,342.06,283.7,342.06,283.7,342.06,-5,-58.36,-58.36,-58.36
2012-05-22,38.03,42.98,280.53,338.67,280.53,338.67,280.53,338.67,-4.95,-58.14,-58.14,-58.14
2012-05-28,38.53,43.55,284.34,343.38,284.34,343.38,284.34,343.38,-5.02,-59.04,-59.04,-59.04
2012-05-30,38.16,43.15,281.57,339.99,281.57,339.99,281.57,339.99,-4.99,-58.42,-58.42,-58.42
2012-05-31,38.77,43.83,286.63,345.64,286.63,345.64,286.63,345.64,-5.06,-59.01,-59.01,-59.01
2012-06-05,39.76,44.94,293.61,354.27,293.61,354.27,293.61,354.27,-5.18,-60.66,-60.66,-60.66
2012-06-07,39.71,44.89,293.58,354.12,293.58,354.12,293.58,354.12,-5.18,-60.54,-60.54,-60.54
2012-06-08,38.6,43.63,285.03,343.48,285.03,343.48,285.03,343.48,-5.03,-58.45,-58.45,-58.45
2012-06-08,38.97,44.04,287.66,347.27,287.66,347.27,287.66,347.27,-5.07,-59.61,-59.61,-59.61
2012-06-12,39.15,44.26,289.58,349.24,289.58,349.24,289.58,349.24,-5.11,-59.66,-59.66,-59.66
2012-06-13,39.63,44.79,292.95,352.85,292.95,352.85,292.95,352.85,-5.16,-59.9,-59.9,-59.9
2012-06-18,39.26,44.38,290.16,350,290.16,350,290.16,350,-5.12,-59.84,-59.84,-59.84
2012-06-19,39.71,44.88,293.21,353.56,293.21,353.56,293.21,353.56,-5.17,-60.35,-60.35,-60.35
2012-06-20,39.31,44.45,290.24,350.2,290.24,350.2,290.24,350.2,-5.14,-59.96,-59.96,-59.96
2012-06-21,38.91,43.97,287.2,346.99,287.2,346.99,287.2,346.99,-5.06,-59.79,-59.79,-59.79
2012-06-22,38.35,43.36,283.56,341.83,283.56,341.83,283.56,341.83,-5.01,-58.27,-58.27,-58.27
2012-06-25,38.56,43.6,284.73,343.96,284.73,343.96,284.73,343.96,-5.04,-59.23,-59.23,-59.23
2012-06-26,38.93,44.01,287.94,346.66,287.94,346.66,287.94,346.66,-5.08,-58.72,-58.72,-58.72
2012-06-27,38.67,43.73,285.61,345.02,285.61,345.02,285.61,345.02,-5.06,-59.41,-59.41,-59.41
2012-06-29,38.2,43.19,282.28,340.4,282.28,340.4,282.28,340.4,-4.99,-58.12,-58.12,-58.12
2012-07-02,38.8,43.86,286.67,345.73,286.67,345.73,286.67,345.73,-5.06,-59.06,-59.06,-59.06
2012-07-03,39.12,44.22,288.89,349.03,288.89,349.03,288.89,349.03,-5.1,-60.14,-60.14,-60.14
2012-07-04,39.47,44.63,291.43,351.75,291.43,351.75,291.43,351.75,-5.16,-60.32,-60.32,-60.32
2012-07-05,39.66,44.83,292.84,353.44,292.84,353.44,292.84,353.44,-5.17,-60.6,-60.6,-60.6
2012-07-09,39.57,44.74,292.15,352.68,292.15,352.68,292.15,352.68,-5.17,-60.53,-60.53,-60.53
2012-07-18,39.57,44.72,292.23,352.78,292.23,352.78,292.23,352.78,-5.15,-60.55,-60.55,-60.55
2012-07-23,40.08,45.3,296.32,356.84,296.32,356.84,296.32,356.84,-5.22,-60.52,-60.52,-60.52
2012-07-26,40.67,45.96,300.49,359.45,300.49,359.45,300.49,359.45,-5.29,-58.96,-58.96,-58.96
2012-07-27,40.44,45.71,298.54,356.9,298.54,356.9,298.54,356.9,-5.27,-58.36,-58.36,-58.36
2012-07-30,40.57,45.87,299.34,358.61,299.34,358.61,299.34,358.61,-5.3,-59.27,-59.27,-59.27
2012-08-01,40.61,45.91,298.48,356.83,298.48,356.83,298.48,356.83,-5.3,-58.35,-58.35,-58.35
2012-08-02,40.18,45.43,297.03,354.57,297.03,354.57,297.03,354.57,-5.25,-57.54,-57.54,-57.54
2012-08-06,39.89,45.08,294.42,352.2,294.42,352.2,294.42,352.2,-5.19,-57.78,-57.78,-57.78
2012-08-09,40.14,45.37,296.34,354.28,296.34,354.28,296.34,354.28,-5.23,-57.94,-57.94,-57.94
2012-08-14,40.11,45.34,296.06,357.44,296.06,357.44,296.06,354.05,-5.23,-61.38,-61.38,-57.99
2012-12-04,40.09,45.32,296.12,356.84,296.12,356.84,296.12,353.63,-5.23,-60.72,-60.72,-57.51
2012-12-06,39.79,44.97,293.79,354.37,293.79,354.37,293.79,351.15,-5.18,-60.58,-60.58,-57.36
2012-12-13,39.92,45.12,294.76,355.32,294.76,355.32,294.76,352.11,-5.2,-60.56,-60.56,-57.35
2012-12-17,39.53,44.68,292.32,352.49,292.32,352.49,292.32,349.3,-5.15,-60.17,-60.17,-56.98
2012-12-18,39.73,44.91,293.46,354.45,293.46,354.45,293.46,351.26,-5.18,-60.99,-60.99,-57.8
2012-12-19,38.88,43.94,287.34,346.12,287.34,346.12,287.34,342.96,-5.06,-58.78,-58.78,-55.62
2012-12-21,38.25,43.25,282.35,340.96,282.35,340.96,282.35,337.78,-5,-58.61,-58.61,-55.43
2012-12-24,38.71,43.76,285.81,344.7,285.81,344.7,285.81,341.52,-5.05,-58.89,-58.89,-55.71
2012-12-27,38.49,43.5,284.03,342.67,284.03,342.67,284.03,339.5,-5.01,-58.64,-58.64,-55.47
2012-12-28,38.73,43.78,286.4,345.31,286.4,345.31,286.4,342.13,-5.05,-58.91,-58.91,-55.73
2013-01-02,38.94,44.02,287.66,347.19,287.66,347.19,287.66,344.03,-5.08,-59.53,-59.53,-56.37
2013-01-03,39.48,44.63,292.03,351.45,292.03,351.45,292.03,349.06,-5.15,-59.42,-59.42,-57.03
2013-01-04,38.6,43.62,284.92,343.46,284.92,343.46,284.92,341.05,-5.02,-58.54,-58.54,-56.13
2013-01-07,39.17,44.28,289.77,349.36,289.77,349.36,289.77,346.14,-5.11,-59.59,-59.59,-56.37
2013-01-08,38.64,43.69,285.51,344.56,285.51,344.56,285.51,341.36,-5.05,-59.05,-59.05,-55.85
2013-01-09,39.04,44.12,288.74,348.12,288.74,348.12,288.74,344.91,-5.08,-59.38,-59.38,-56.17
2013-01-11,38.81,43.88,287,345.72,287,345.72,287,342.56,-5.07,-58.72,-58.72,-55.56
2013-01-14,38.28,43.28,282.81,340.87,282.81,340.87,282.81,337.74,-5,-58.06,-58.06,-54.93
2013-01-15,38.5,43.52,284.34,343.4,284.34,343.4,284.34,340.26,-5.02,-59.06,-59.06,-55.92
2013-01-16,38.98,44.06,287.93,347.41,287.93,347.41,287.93,344.25,-5.08,-59.48,-59.48,-56.32
2013-01-17,38.98,44.06,287.93,347.41,287.93,347.41,287.93,344.25,-5.08,-59.48,-59.48,-56.32
2013-01-18,38.98,44.06,287.93,347.41,287.93,347.41,287.93,344.25,-5.08,-59.48,-59.48,-56.32
2013-01-24,38.77,43.82,285.99,345.29,285.99,345.29,285.99,342.13,-5.05,-59.3,-59.3,-56.14
2013-01-25,38.42,43.42,284.04,342.26,284.04,342.26,284.04,339.12,-5,-58.22,-58.22,-55.08
2013-01-28,37.93,42.87,280.55,338.26,280.55,338.26,280.55,335.15,-4.94,-57.71,-57.71,-54.6
2013-02-01,37.52,42.41,277.27,334.32,277.27,334.32,277.27,331.24,-4.89,-57.05,-57.05,-53.97
2013-02-04,37.73,42.65,278.64,336.53,278.64,336.53,278.64,333.45,-4.92,-57.89,-57.89,-54.81
2013-02-05,38.21,43.2,282.3,340.83,282.3,340.83,282.3,337.72,-4.99,-58.53,-58.53,-55.42
2013-02-06,37.91,42.84,279.71,337.82,279.71,337.82,279.71,334.73,-4.93,-58.11,-58.11,-55.02
2013-02-07,38.22,43.2,282.19,340.6,282.19,340.6,282.19,337.5,-4.98,-58.41,-58.41,-55.31
2013-02-12,37.83,42.76,279.25,337.11,279.25,337.11,279.25,333.98,-4.93,-57.86,-57.86,-54.73
2013-02-15,37.6,42.51,277.66,334.73,277.66,334.73,277.66,332.37,-4.91,-57.07,-57.07,-54.71
2013-02-18,37.2,42.06,275.04,331.21,275.04,331.21,275.04,328.85,-4.86,-56.17,-56.17,-53.81
2013-02-21,36.56,41.34,269.92,326.2,269.92,326.2,269.92,323.02,-4.78,-56.28,-56.28,-53.1
2013-02-22,36.93,41.76,272.47,328.85,272.47,328.85,272.47,326.47,-4.83,-56.38,-56.38,-54
2013-02-26,37.53,42.42,277.21,334.34,277.21,334.34,277.21,331.13,-4.89,-57.13,-57.13,-53.92
2013-02-27,37.9,42.85,280.08,337.37,280.08,337.37,280.08,334.97,-4.95,-57.29,-57.29,-54.89
2013-02-28,37.34,42.2,275.85,332.6,275.85,332.6,275.85,330.21,-4.86,-56.75,-56.75,-54.36
2013-03-01,37.13,41.96,274.4,330.48,274.4,330.48,274.4,328.08,-4.83,-56.08,-56.08,-53.68
2013-03-07,37.49,42.39,277.02,334.34,277.02,334.34,277.02,331.11,-4.9,-57.32,-57.32,-54.09
2013-03-08,37.04,41.87,273.44,330.23,273.44,330.23,273.44,327.03,-4.83,-56.79,-56.79,-53.59
2013-03-11,37.4,42.28,276.09,333.32,276.09,333.32,276.09,330.1,-4.88,-57.23,-57.23,-54.01
2013-03-14,37.69,42.6,278.02,335.54,278.02,335.54,278.02,333.11,-4.91,-57.52,-57.52,-55.09
2013-03-19,38.12,43.11,281.23,339.78,281.23,339.78,281.23,336.54,-4.99,-58.55,-58.55,-55.31
2013-03-20,38.52,43.55,284.87,343.03,284.87,343.03,284.87,340.59,-5.03,-58.16,-58.16,-55.72
2013-03-21,38.21,43.19,281.89,340.47,281.89,340.47,281.89,337.23,-4.98,-58.58,-58.58,-55.34
2013-03-22,38.52,43.54,284.58,343.5,284.58,343.5,284.58,340.25,-5.02,-58.92,-58.92,-55.67
2013-03-26,38.26,43.25,282.7,340.75,282.7,340.75,282.7,337.49,-4.99,-58.05,-58.05,-54.79
2013-03-28,38.6,43.62,285.26,343.71,285.26,343.71,285.26,341.25,-5.02,-58.45,-58.45,-55.99
2013-03-29,38.28,43.31,283.04,341.26,283.04,341.26,283.04,337.99,-5.03,-58.22,-58.22,-54.95
2013-04-03,37.66,42.57,278.03,335.99,278.03,335.99,278.03,332.72,-4.91,-57.96,-57.96,-54.69
2013-04-04,37.04,41.86,273.46,330.21,273.46,330.21,273.46,326.95,-4.82,-56.75,-56.75,-53.49
2013-04-08,37.37,42.24,276.43,332.93,276.43,332.93,276.43,329.7,-4.87,-56.5,-56.5,-53.27
2013-04-09,37.13,41.97,274.34,330.52,274.34,330.52,274.34,328.11,-4.84,-56.18,-56.18,-53.77
2013-04-11,36.72,41.51,271.02,326.95,271.02,326.95,271.02,324.54,-4.79,-55.93,-55.93,-53.52
2013-04-15,33.32,37.68,246.06,296.41,246.06,296.41,246.06,294.01,-4.36,-50.35,-50.35,-47.95
2013-04-16,32.07,36.27,236.83,285.78,236.83,285.78,236.83,283.38,-4.2,-48.95,-48.95,-46.55
2013-04-18,32.82,37.11,242.21,292.31,242.21,292.31,242.21,289.9,-4.29,-50.1,-50.1,-47.69
2013-04-19,32.99,37.29,245.19,296.28,245.19,296.28,245.19,293.87,-4.3,-51.09,-51.09,-48.68
2013-04-22,33.49,37.86,247.46,298.68,247.46,298.68,247.46,295.48,-4.37,-51.22,-51.22,-48.02
2013-04-24,33.78,38.18,249.66,301.24,249.66,301.24,249.66,298.01,-4.4,-51.58,-51.58,-48.35
2013-04-25,34.1,38.54,251.74,304.11,251.74,304.11,251.74,300.9,-4.44,-52.37,-52.37,-49.16
2013-04-26,34.78,39.31,257.06,309.77,257.06,309.77,257.06,307.35,-4.53,-52.71,-52.71,-50.29
2013-04-30,34.5,39.01,254.53,307.74,254.53,307.74,254.53,304.53,-4.51,-53.21,-53.21,-50
2013-05-02,33.95,38.39,250.81,302.78,250.81,302.78,250.81,299.59,-4.44,-51.97,-51.97,-48.78
2013-05-08,34.16,38.62,252.28,304.54,252.28,304.54,252.28,301.34,-4.46,-52.26,-52.26,-49.06
2013-05-09,34.43,38.94,254.06,307.06,254.06,307.06,254.06,303.87,-4.51,-53,-53,-49.81
2013-05-13,33.93,38.36,250.83,302.53,250.83,302.53,250.83,299.3,-4.43,-51.7,-51.7,-48.47
2013-05-15,33.56,37.95,248.27,299.18,248.27,299.18,248.27,296.74,-4.39,-50.91,-50.91,-48.47
2013-05-16,32.79,37.08,242.09,291.9,242.09,291.9,242.09,289.46,-4.29,-49.81,-49.81,-47.37
2013-05-17,32.99,37.31,243.74,294.49,243.74,294.49,243.74,291.23,-4.32,-50.75,-50.75,-47.49
2013-05-20,32.17,36.37,237.19,286.76,237.19,286.76,237.19,284.31,-4.2,-49.57,-49.57,-47.12
2013-05-21,33.19,37.56,245.6,295.59,245.6,295.59,245.6,293.15,-4.37,-49.99,-49.99,-47.55
2013-05-22,32.75,37.04,241.92,291.59,241.92,291.59,241.92,289.15,-4.29,-49.67,-49.67,-47.23
2013-05-23,33.17,37.49,244.88,295.65,244.88,295.65,244.88,292.39,-4.32,-50.77,-50.77,-47.51
2013-05-28,32.84,37.13,242.71,292.43,242.71,292.43,242.71,290,-4.29,-49.72,-49.72,-47.29
2013-05-29,33.18,37.52,245.41,295.46,245.41,295.46,245.41,293.02,-4.34,-50.05,-50.05,-47.61
2013-05-31,33.48,37.86,247.39,298.72,247.39,298.72,247.39,295.5,-4.38,-51.33,-51.33,-48.11
2013-06-03,32.96,37.26,243.28,293.6,243.28,293.6,243.28,291.18,-4.3,-50.32,-50.32,-47.9
2013-06-04,33.21,37.56,245.39,295.71,245.39,295.71,245.39,293.3,-4.35,-50.32,-50.32,-47.91
2013-06-05,32.89,37.21,242.66,293.55,242.66,293.55,242.66,290.34,-4.32,-50.89,-50.89,-47.68
2013-06-10,32.28,36.51,238.38,287.91,238.38,287.91,238.38,285.53,-4.23,-49.53,-49.53,-47.15
2013-06-11,31.7,35.85,234.44,282.7,234.44,282.7,234.44,280.33,-4.15,-48.26,-48.26,-45.89
2013-06-13,32.01,36.18,236.29,285.28,236.29,285.28,236.29,282.93,-4.17,-48.99,-48.99,-46.64
2013-06-18,31.65,35.78,233.46,282.2,233.46,282.2,233.46,279.85,-4.13,-48.74,-48.74,-46.39
2013-06-19,31.37,35.47,231.95,279.81,231.95,279.81,231.95,277.46,-4.1,-47.86,-47.86,-45.51
2013-06-20,30.44,34.43,224.6,271.64,224.6,271.64,224.6,269.26,-3.99,-47.04,-47.04,-44.66
2013-06-21,30,33.92,221.34,267.35,221.34,267.35,221.34,264.97,-3.92,-46.01,-46.01,-43.63
2013-06-26,29.06,32.85,214.36,258.73,214.36,258.73,214.36,256.32,-3.79,-44.37,-44.37,-41.96
2013-06-27,29.26,33.1,216.24,260.77,216.24,260.77,216.24,258.36,-3.84,-44.53,-44.53,-42.12
2013-06-28,28.25,31.96,208.92,252.12,208.92,252.12,208.92,249.72,-3.71,-43.2,-43.2,-40.8
2013-07-01,29.32,33.17,216.4,261.78,216.4,261.78,216.4,259.36,-3.85,-45.38,-45.38,-42.96
2013-07-02,29.59,33.51,218.98,263.65,218.98,263.65,218.98,261.24,-3.92,-44.67,-44.67,-42.26
2013-07-08,29.28,33.12,216.22,261.3,216.22,261.3,216.22,258.84,-3.84,-45.08,-45.08,-42.62
2013-07-09,29.92,33.87,220.78,266.85,220.78,266.85,220.78,264.4,-3.95,-46.07,-46.07,-43.62
2013-07-11,30.3,34.27,223.84,270.36,223.84,270.36,223.84,267.95,-3.97,-46.52,-46.52,-44.11
2013-07-12,30.1,34.03,222.34,267.96,222.34,267.96,222.34,265.56,-3.93,-45.62,-45.62,-43.22
2013-07-15,30.34,34.32,224.06,270.62,224.06,270.62,224.06,268.21,-3.98,-46.56,-46.56,-44.15
2013-07-16,30.09,34.02,222.48,268.13,222.48,268.13,222.48,265.72,-3.93,-45.65,-45.65,-43.24
2013-07-22,30.77,34.81,227.13,274.47,227.13,274.47,227.13,272.08,-4.04,-47.34,-47.34,-44.95
2013-07-23,31.1,35.17,229.32,277.48,229.32,277.48,229.32,275.09,-4.07,-48.16,-48.16,-45.77
2013-07-25,30.79,34.81,227.56,274.78,227.56,274.78,227.56,271.61,-4.02,-47.22,-47.22,-44.05
2013-07-26,30.97,35.03,228.69,275.83,228.69,275.83,228.69,273.46,-4.06,-47.14,-47.14,-44.77
2013-07-29,30.72,34.75,227.24,273.5,227.24,273.5,227.24,271.13,-4.03,-46.26,-46.26,-43.89
2013-07-31,30.93,34.98,228.32,275.48,228.32,275.48,228.32,273.11,-4.05,-47.16,-47.16,-44.79
2013-08-01,30.56,34.56,225.81,271.99,225.81,271.99,225.81,269.62,-4,-46.18,-46.18,-43.81
2013-08-02,30.12,34.05,222.43,268.54,222.43,268.54,222.43,266.16,-3.93,-46.11,-46.11,-43.73
2013-08-05,30.5,34.49,225.04,271.96,225.04,271.96,225.04,269.59,-3.99,-46.92,-46.92,-44.55
2013-08-06,29.94,33.86,220.77,266.65,220.77,266.65,220.77,264.28,-3.92,-45.88,-45.88,-43.51
2013-08-07,29.56,33.44,218.65,263.53,218.65,263.53,218.65,261.16,-3.88,-44.88,-44.88,-42.51
2013-08-08,29.86,33.76,220.25,265.92,220.25,265.92,220.25,263.56,-3.9,-45.67,-45.67,-43.31
2013-08-09,30.12,34.06,222.53,268.25,222.53,268.25,222.53,265.9,-3.94,-45.72,-45.72,-43.37
2013-08-12,30.67,34.69,226.43,273.31,226.43,273.31,226.43,270.95,-4.02,-46.88,-46.88,-44.52
2013-08-13,30.87,34.92,228.17,275.19,228.17,275.19,228.17,272.83,-4.05,-47.02,-47.02,-44.66
2013-08-14,30.64,34.65,226.09,273.11,226.09,273.11,226.09,270.74,-4.01,-47.02,-47.02,-44.65
2013-08-16,31.5,35.63,232.78,280.8,232.78,280.8,232.78,278.44,-4.13,-48.02,-48.02,-45.66
2013-08-19,31.81,35.98,235.29,283.51,235.29,283.51,235.29,281.15,-4.17,-48.22,-48.22,-45.86
2013-08-20,31.37,35.47,231.95,279.91,231.95,279.91,231.95,276.77,-4.1,-47.96,-47.96,-44.82
2013-08-23,31.76,35.91,234.26,283.16,234.26,283.16,234.26,280.8,-4.15,-48.9,-48.9,-46.54
2013-08-26,32.09,36.29,237.28,286.27,237.28,286.27,237.28,283.14,-4.2,-48.99,-48.99,-45.86
2013-08-27,32.54,36.8,240.4,289.71,240.4,289.71,240.4,287.35,-4.26,-49.31,-49.31,-46.95
2013-08-28,32.92,37.21,243.25,293.4,243.25,293.4,243.25,290.27,-4.29,-50.15,-50.15,-47.02
